DB Item Name,DB Price,Current Xero Code,Matched Xero Code,Xero Name,Xero Price,Xero Account,Xero Status,Match Score,Price Match
"Sugar Lite Dressing Large 500ml",17.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Summer Fruit Flats (8 Pack)",6.21,,ANN005,"Annies - Summer Fruit Flats (8 Pack)",87,109.006,Active,0.80,No
"Suzie's - Dark Chocolate & Apricot (100g)",156.2,SUZ001,SUZ001,"Suzie's - Dark Chocolate & Apricot (100g)",156.2,116.0001,Active,1.00,Yes
"Suzie's - Sultanas & Cranberries (100g)",156.2,SUZ000,SUZ000,"Suzie's - Sultanas & Cranberries (100g)",156.2,116,Active,1.00,Yes
"Sweet & Spicy Wasabi Dressing 250ml",10.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Sweet & Spicy Wasabi Dressing Large 500ml",15,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Sweet Chilli Sauce 250ml",7.08,,CP013,"Crunch - Sweet Chilli Sauce (250ml)",42.5,103.005,Active,0.80,No
"Sweet Pickle Chips 675g",9.3,,DIL005,"Dillicious - Sweet Pickle - Chips (675g)",60,114.004,Active,0.80,No
"Sweet Pickle Halves 675g",9.3,,DIL002,"Dillicious - Sweet Pickle - Halves (675g)",60,114.001,Active,0.80,No
"Tagliatelle Pasta 320g",6,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Ted & Mems - Fruit Full Granola (1kg)",100,TED009,TED009,"Ted & Mems - Fruit Full Granola (1kg)",100,119.09,Active,1.00,Yes
"Ted & Mems - Fruit Full Granola (300g)",53.7,TED001,TED001,"Ted & Mems - Fruit Full Granola (300g)",53.7,119,Active,1.00,Yes
"Ted & Mems - Nut & Seed Granola (1kg)",100,TED010,TED010,"Ted & Mems - Nut & Seed Granola (1kg)",100,119.08,Active,1.00,Yes
"Ted & Mems - Nut & Seed Granola (300g)",53.7,TED005,TED005,"Ted & Mems - Nut & Seed Granola (300g)",53.7,119.04,Active,1.00,Yes
"Ted & Mems - Raw Muesli (350g)",53.7,TED003,TED003,"Ted & Mems - Raw Muesli (350g)",53.7,119.02,Active,1.00,Yes
"Test",1,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Thai Cashew (250g) Pouch - Front Label",0,RAW106,RAW106,"Thai Cashew (250g) Pouch - Front Label",0,,Active,1.00,Yes
"The Lankan Lion Hot Sauce 250ml",11.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"The Reaper Hot Sauce 250ml",11.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"The Salt Box - Applewood Smoked Salt Jar (125g)",116.82,TSB000,TSB000,"The Salt Box - Applewood Smoked Salt Jar (125g)",116.82,110,Active,1.00,Yes
"The Salt Box - Arctic Sea Salt Blueberry (100g)",81,TSB018,TSB018,"The Salt Box - Arctic Sea Salt Blueberry (100g)",81,110.000017,Active,1.00,Yes
"The Salt Box - Coarse Celtic Sea Salt (170g)",45,TSB009,TSB009,"The Salt Box - Coarse Celtic Sea Salt (170g)",45,110.00008,Active,1.00,Yes
"The Salt Box - Coarse Celtic Sea Salt (1kg)",105.12,TSB011,TSB011,"The Salt Box - Coarse Celtic Sea Salt (1kg)",105.12,110.00001,Active,1.00,Yes
"The Salt Box - Fine Celtic Sea Salt (170g)",45,TSB008,TSB008,"The Salt Box - Fine Celtic Sea Salt (170g)",45,110.000008,Active,1.00,Yes
"The Salt Box - Fine Celtic Sea Salt (1kg)",105.12,TSB010,TSB010,"The Salt Box - Fine Celtic Sea Salt (1kg)",105.12,110.00009,Active,1.00,Yes
"The Salt Box - Fleur de Sel Jar (230g)",155.82,TSB003,TSB003,"The Salt Box - Fleur de Sel Jar (230g)",155.82,110.00003,Active,1.00,Yes
"The Salt Box - Habanero Salt Jar (225g)",116.82,TSB004,TSB004,"The Salt Box - Habanero Salt Jar (225g)",116.82,110.00004,Active,1.00,Yes
"The Salt Box - Hawaiian Black Salt Jar (270g)",116.82,TSB002,TSB002,"The Salt Box - Hawaiian Black Salt Jar (270g)",116.82,110.00002,Active,1.00,Yes
"The Salt Box - Magnesium Chloride Flakes (1kg)",83.7,TSB016,TSB016,"The Salt Box - Magnesium Chloride Flakes (1kg)",83.7,110.000015,Active,1.00,Yes
"The Salt Box - Natural Epsom Salts (1.5kg)",65.82,TSB014,TSB014,"The Salt Box - Natural Epsom Salts (1.5kg)",65.82,110.000013,Active,1.00,Yes
"The Salt Box - Nordur Arctic Sea Salt Smoked 100g",81,TSB020,TSB020,"The Salt Box - Nordur Arctic Sea Salt Smoked 100g",81,110.000019,Active,1.00,Yes
"The Salt Box - Nordur Sea Salt Flakes Box (125g)",45,TSB012,TSB012,"The Salt Box - Nordur Sea Salt Flakes Box (125g)",45,110.000011,Active,1.00,Yes
"The Salt Box - Nordur Sea Salt Flakes Box (250g)",78,TSB007,TSB007,"The Salt Box - Nordur Sea Salt Flakes Box (250g)",78,110.00007,Active,1.00,Yes
"The Salt Box - Nordur Sea Salt Lava Tin (100g)",81,TSB019,TSB019,"The Salt Box - Nordur Sea Salt Lava Tin (100g)",81,110.000018,Active,1.00,Yes
"The Salt Box - Nordur Sea Salt Seaweed Tin (100g)",84,TSB021,TSB021,"The Salt Box - Nordur Sea Salt Seaweed Tin (100g)",84,110.0002,Active,1.00,Yes
"The Salt Box - Pure Dead Sea Salt Coarse (1kg)",65.7,TSB015,TSB015,"The Salt Box - Pure Dead Sea Salt Coarse (1kg)",65.7,110.000014,Active,1.00,Yes
"The Salt Box - Pure Dead Sea Salt Fine (1kg)",65.7,TSB023,TSB023,"The Salt Box - Pure Dead Sea Salt Fine (1kg)",65.7,110.00002,Active,1.00,Yes
"The Salt Box - Relaxation Soak Bath Salts (1kg)",83.4,TSB013,TSB013,"The Salt Box - Relaxation Soak Bath Salts (1kg)",83.4,110.000012,Active,1.00,Yes
"The Salt Box - Roasted Garlic Salt (180g)",116.82,TSB005,TSB005,"The Salt Box - Roasted Garlic Salt (180g)",116.82,110.00005,Active,1.00,Yes
"The Salt Box - Sports Magnesium Soak (1kg)",83.4,TSB017,TSB017,"The Salt Box - Sports Magnesium Soak (1kg)",83.4,110.000016,Active,1.00,Yes
"The Salt Box - Thai Sriracha Salt (175g)",116.82,TSB006,TSB006,"The Salt Box - Thai Sriracha Salt (175g)",116.82,110.00006,Active,1.00,Yes
"The X-Turminator Hot Sauce 250ml",11.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Tomato Relish 200g",6.81,,CP003,"Crunch - Chilli Tomato Relish (200g)",40.85,103.018,Active,0.80,No
"Tomato Sauce 250ml",7.08,,CP014,"Crunch - Tomato Sauce (250ml)",42.5,103.006,Active,0.80,No
"Truckin' - Chilli Jerky (100g)",10.25,TRUCK006,TRUCK006,"Truckin' - Chilli Jerky (100g)",10.25,104.6,Active,1.00,Yes
"Truckin' - Chilli Jerky (35g)",4.4,TRUCK005,TRUCK005,"Truckin' - Chilli Jerky (35g)",4.4,104.5,Active,1.00,Yes
"Truckin' - Mango Chilli Jerky (100g)",10.25,TRUCK008,TRUCK008,"Truckin' - Mango Chilli Jerky (100g)",10.25,104.71,Active,1.00,Yes
"Truckin' - Mango Chilli Jerky (35g)",4.4,TRUCK007,TRUCK007,"Truckin' - Mango Chilli Jerky (35g)",4.4,104.7,Active,1.00,Yes
"Truckin' - Smokey Jerky (100g)",10.25,TRUCK004,TRUCK004,"Truckin' - Smokey Jerky (100g)",10.25,104.4,Active,1.00,Yes
"Truckin' - Smokey Jerky (35g)",4.4,TRUCK003,TRUCK003,"Truckin' - Smokey Jerky (35g)",4.4,104.3,Active,1.00,Yes
"Truckin' - Traditional Jerky (100g)",10.25,TRUCK002,TRUCK002,"Truckin' - Traditional Jerky (100g)",10.25,104.2,Active,1.00,Yes
"Truckin' - Traditional Jerky (35g)",4.4,TRUCK001,TRUCK001,"Truckin' - Traditional Jerky (35g)",4.4,104.1,Active,1.00,Yes
"Truckin' Good Chilli Jerky 35g",4.2,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Truckin' Good Chilli Jerky Large 100g",9.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Truckin' Good Mango Chilli Jerky 35g",4.2,,TRUCK007,"Truckin' - Mango Chilli Jerky (35g)",4.4,104.7,Active,0.83,No
"Truckin' Good Mango Chilli Jerky Large 100g",9.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Truckin' Good Smokey Jerky 35g",4.2,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Truckin' Good Smokey Jerky Large 100g",9.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Truckin' Good Traditional Jerky 35g",4.2,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Truckin' Good Traditional Jerky Large 100g",9.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Tuck Shop - Burger Sauce (265g)",63,TUC001,TUC001,"Tuck Shop - Burger Sauce (265g)",63,122,Active,1.00,Yes
"Tuck Shop - Jalapeno Hot Sauce (265g)",81,TUC002,TUC002,"Tuck Shop - Jalapeno Hot Sauce (265g)",81,122.001,Active,1.00,Yes
"Tuck Shop - Pickle X Burger Sauce (265g)",71.1,TUC003,TUC003,"Tuck Shop - Pickle X Burger Sauce (265g)",71.1,122.003,Active,1.00,Yes
"Tuck Shop - Tomato Sauce (560g)",70,TUC000,TUC000,"Tuck Shop - Tomato Sauce (560g)",70,122.002,Active,1.00,Yes
"Tuck Shop Burger Sauce 265g",7,,TUC001,"Tuck Shop - Burger Sauce (265g)",63,122,Active,1.00,No
"Tuck Shop Pickle X Burger Sauce 265g",7.9,,TUC003,"Tuck Shop - Pickle X Burger Sauce (265g)",71.1,122.003,Active,1.00,No
"Tuck Shop Smoked Jalapeno Sauce 265g",9,,TUC002,"Tuck Shop - Jalapeno Hot Sauce (265g)",81,122.001,Active,0.83,No
"Tuck Shop Tomato Sauce 560g",7,,TUC000,"Tuck Shop - Tomato Sauce (560g)",70,122.002,Active,1.00,No
"Twin Fin | Mango, Orange & Cayenne 200ml",12,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Ultra Culture - Cucumber & Miso (150ml)",64.8,ULT000,ULT000,"Ultra Culture - Cucumber & Miso (150ml)",64.8,102,Active,1.00,Yes
"Ultra Culture - Garlic Habernasco (150ml)",64.8,ULT001,ULT001,"Ultra Culture - Garlic Habernasco (150ml)",64.8,102.0001,Active,1.00,Yes
"Ultra Culture - Harissa (150ml)",64.8,ULT011,ULT011,"Ultra Culture - Harissa (150ml)",64.8,102.0011,Active,1.00,Yes
"Ultra Culture - Lacto Peno (150ml)",64.8,ULT003,ULT003,"Ultra Culture - Lacto Peno (150ml)",64.8,102.0003,Active,1.00,Yes
"Ultra Culture - Lime Sriracha (150ml)",64.8,ULT008,ULT008,"Ultra Culture - Lime Sriracha (150ml)",64.8,102.0008,Active,1.00,Yes
"Ultra Culture - Mandarin Habanero (150ml)",64.8,ULT002,ULT002,"Ultra Culture - Mandarin Habanero (150ml)",64.8,102.0002,Active,1.00,Yes
"Ultra Culture - Morita & Garlic (150ml)",64.8,ULT007,ULT007,"Ultra Culture - Morita & Garlic (150ml)",64.8,102.0007,Active,1.00,Yes
"Ultra Culture - Mustard Pickle (150ml)",64.8,ULT004,ULT004,"Ultra Culture - Mustard Pickle (150ml)",64.8,102.0004,Active,1.00,Yes
"Ultra Culture - Pineapple Mountain Pepper (150ml)",64.8,ULT010,ULT010,"Ultra Culture - Pineapple Mountain Pepper (150ml)",64.8,102.001,Active,1.00,Yes
"Ultra Culture - Tomato Kasundi (150ml)",64.8,ULT006,ULT006,"Ultra Culture - Tomato Kasundi (150ml)",64.8,102.0006,Active,1.00,Yes
"Ultra Culture - Troppo Banana & Scotch Bonnet",64.8,ULT005,ULT005,"Ultra Culture - Troppo Banana & Scotch Bonnet",64.8,102.0005,Active,1.00,Yes
"Ultra Culture - Twisted Tomato (150ml)",64.8,ULT009,ULT009,"Ultra Culture - Twisted Tomato (150ml)",64.8,102.0009,Active,1.00,Yes
"Uncle John's - Chocolate Licorice - Box (4kg)",40.75,UNC003,UNC003,"Uncle John's - Chocolate Licorice - Box (4kg)",40.75,106.0003,Active,1.00,Yes
"Uncle John's - Chocolate Licorice (300g)",44,UNC001,UNC001,"Uncle John's - Chocolate Licorice (300g)",44,106.0001,Active,1.00,Yes
"Uncle John's - Licorice - Box (4kg)",26.7,UNC002,UNC002,"Uncle John's - Licorice - Box (4kg)",26.7,106.0002,Active,1.00,Yes
"Uncle John's - Licorice (300g)",34.8,UNC000,UNC000,"Uncle John's - Licorice (300g)",34.8,106,Active,1.00,Yes
"Uncle John's Chocolate Coated Licorice 300g",3.6,,UNC001,"Uncle John's - Chocolate Licorice (300g)",44,106.0001,Active,0.83,No
"Uncle John's Plain Molasses Licorice 300g",2.9,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Walnut - Kernels (Australian)",0,RAW075,RAW075,"Walnut - Kernels (Australian)",0,112.013,Active,1.00,Yes
"Walnut - Raw 250g",7.12,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Walnut Raw (250g) Pouch - Front Label",0,RAW104,RAW104,"Walnut Raw (250g) Pouch - Front Label",0,,Active,1.00,Yes
"White Tea w Calamansi 250ml",2.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Wiggles Cherrieberrie 12g",1.13,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Wintulichs - Bier Stick - Chilli (50g)",55,WIN003,WIN003,"Wintulichs - Bier Stick - Chilli (50g)",55,113.002,Active,1.00,Yes
"Wintulichs - Bier Stick - Chorizo (50g)",55,WIN001,WIN001,"Wintulichs - Bier Stick - Chorizo (50g)",55,113,Active,1.00,Yes
"Wintulichs - Bier Stick - Garlic (50g)",55,WIN002,WIN002,"Wintulichs - Bier Stick - Garlic (50g)",55,113.001,Active,1.00,Yes
"Wintulichs - Bier Stick - Hungarian (50g)",55,WIN005,WIN005,"Wintulichs - Bier Stick - Hungarian (50g)",55,113.004,Active,1.00,Yes
"Wintulichs - Bier Stick - Smokey (50g)",55,WIN004,WIN004,"Wintulichs - Bier Stick - Smokey (50g)",55,113.003,Active,1.00,Yes
"Wintulichs Chorizo Bier Stick 50g",2.75,,WIN001,"Wintulichs - Bier Stick - Chorizo (50g)",55,113,Active,1.00,No
"Wintulichs Garlic Bier Stick 50g",2.75,,WIN002,"Wintulichs - Bier Stick - Garlic (50g)",55,113.001,Active,1.00,No
"Wintulichs Hot Chilli Bier Stick 50g",2.75,,WIN003,"Wintulichs - Bier Stick - Chilli (50g)",55,113.002,Active,0.83,No
"Wintulichs Hungarian Bier Stick 50g",2.75,,WIN005,"Wintulichs - Bier Stick - Hungarian (50g)",55,113.004,Active,1.00,No
"Wintulichs Smokey BBQ Bier Stick 50g",2.75,,WIN004,"Wintulichs - Bier Stick - Smokey (50g)",55,113.003,Active,0.83,No
"Zero Bites - Organic Cacao Oat Clusters (200g)",8.99,ZER001,ZER001,"Zero Bites - Organic Cacao Oat Clusters (200g)",8.99,107.00001,Active,1.00,Yes
"Zero Bites - Organic Oat Clusters (200g)",8.99,ZER000,ZER000,"Zero Bites - Organic Oat Clusters (200g)",8.99,107,Active,1.00,Yes
"Zero Bites Cacao Oat Clusters 200g",8.99,,ZER001,"Zero Bites - Organic Cacao Oat Clusters (200g)",8.99,107.00001,Active,0.86,Yes
"Zero Bites Oat Clusters 200g",8.99,,ZER000,"Zero Bites - Organic Oat Clusters (200g)",8.99,107,Active,0.83,Yes
